"DATES" "FL664090005.Q" "FL663020003.Q" "FL664004005.Q" "FL663069103.Q" "FL663061105.Q" "FL663061703.Q" "FL663062003.Q" "FL663063005.Q" "FL663069803.Q" "FL663064103.Q" "FL663067003.Q" "FL663090005.Q" "FL664190005.Q" "FL662150005.Q" "FL664104005.Q" "FL663163003.Q" "FL663168005.Q" "FL663170003.Q" "FL663167005.Q" "FL663167003.Q" "FL763067005.Q" "FL753067000.Q" "FL663178003.Q" "FL663190005.Q" "FL663192003.Q" "FL663194005.Q" "FL663193005.Q"
"197503" 17269.00 729.00 6863.00 3750.00 1254.00 0.00 587.00 1272.00 0.00 1647.00 8030.00 0.00 13604.00 -2161.00 0.00 0.00 0.00 930.00 14895.00 4580.00 10000.00 315.00 52.00 -112.00 566.00 4268.00 -4946.00
"197504" 21486.00 738.00 8775.00 4000.00 1152.00 0.00 631.00 2992.00 0.00 3368.00 8605.00 0.00 17589.00 -2827.00 0.00 0.00 0.00 950.00 19861.00 4832.00 14599.00 430.00 80.00 -475.00 584.00 5087.00 -6146.00
"197601" 24301.00 903.00 9284.00 3999.00 2719.00 0.00 1131.00 1435.00 0.00 1302.00 9959.00 2853.00 20651.00 -2492.00 0.00 0.00 0.00 970.00 19153.00 5311.00 13399.00 443.00 297.00 2723.00 586.00 5563.00 -3426.00
"197602" 25430.00 1011.00 8972.00 3492.00 2571.00 0.00 1262.00 1647.00 0.00 1328.00 11223.00 2896.00 21755.00 -2571.00 0.00 0.00 0.00 990.00 20055.00 5438.00 14000.00 617.00 199.00 3082.00 629.00 5674.00 -3221.00
"197603" 29444.00 964.00 12754.00 4287.00 5143.00 0.00 1368.00 1956.00 0.00 1292.00 11645.00 2789.00 25838.00 1392.00 0.00 0.00 0.00 1010.00 20345.00 5557.00 14199.00 589.00 185.00 2906.00 672.00 5798.00 -3564.00
"197604" 34141.00 1018.00 16584.00 7217.00 5604.00 0.00 1672.00 2091.00 0.00 1542.00 12510.00 2487.00 30435.00 -626.00 0.00 0.00 0.00 1030.00 27386.00 5730.00 20787.00 869.00 208.00 2437.00 760.00 5889.00 -4212.00
"197701" 27720.00 1082.00 8715.00 3610.00 1624.00 0.00 1590.00 1891.00 0.00 1405.00 12936.00 3582.00 24144.00 -4942.00 0.00 0.00 0.00 1050.00 24840.00 5907.00 18099.00 834.00 153.00 3043.00 815.00 5946.00 -3718.00
"197702" 30344.00 1130.00 10183.00 3810.00 1990.00 0.00 2129.00 2254.00 0.00 1579.00 14024.00 3428.00 26710.00 -3730.00 0.00 0.00 0.00 1070.00 25492.00 6177.00 18621.00 694.00 129.00 3749.00 875.00 6470.00 -3596.00
"197703" 27744.00 1077.00 7849.00 3336.00 148.00 0.00 2213.00 2152.00 0.00 1581.00 13981.00 3256.00 24154.00 -7562.00 0.00 0.00 0.00 1090.00 27069.00 5190.00 20891.00 988.00 121.00 3436.00 935.00 6696.00 -4195.00
"197704" 29952.00 1036.00 11274.00 6670.00 350.00 0.00 2104.00 2150.00 0.00 1840.00 14527.00 1275.00 26566.00 -5984.00 0.00 0.00 0.00 1100.00 29631.00 5739.00 22564.00 1328.00 119.00 1700.00 979.00 7240.00 -6519.00
"197801" 31958.00 1120.00 9026.00 6081.00 -947.00 0.00 1714.00 2178.00 0.00 1673.00 16401.00 3738.00 28393.00 -3902.00 0.00 0.00 0.00 1120.00 27617.00 7567.00 18620.00 1430.00 96.00 3462.00 988.00 7900.00 -5426.00
"197802" 33843.00 1102.00 8350.00 5383.00 -884.00 0.00 1972.00 1879.00 0.00 2024.00 18950.00 3417.00 30155.00 -5830.00 0.00 0.00 0.00 1140.00 30838.00 8938.00 20642.00 1258.00 157.00 3850.00 1000.00 6274.00 -3424.00
"197803" 35165.00 1299.00 6745.00 4166.00 -902.00 0.00 1585.00 1896.00 0.00 2282.00 20731.00 4108.00 31251.00 -6247.00 0.00 0.00 0.00 1160.00 31551.00 10349.00 19590.00 1612.00 235.00 4552.00 1001.00 6398.00 -2847.00
"197804" 32520.00 1225.00 7564.00 5804.00 -1605.00 0.00 1877.00 1488.00 0.00 1918.00 17145.00 4668.00 28641.00 -7271.00 0.00 0.00 0.00 1190.00 29546.00 8521.00 19583.00 1442.00 187.00 4989.00 985.00 6738.00 -2734.00
"197901" 31805.00 1374.00 7847.00 4960.00 -444.00 0.00 1755.00 1576.00 0.00 2092.00 16326.00 4166.00 27728.00 -5585.00 0.00 0.00 0.00 1240.00 27699.00 7887.00 18412.00 1400.00 186.00 4188.00 905.00 7942.00 -4659.00
"197902" 41634.00 1526.00 13996.00 8025.00 1998.00 0.00 1904.00 2069.00 0.00 2237.00 18958.00 4917.00 37417.00 -2090.00 0.00 0.00 0.00 1270.00 33294.00 10725.00 20889.00 1680.00 185.00 4758.00 989.00 8698.00 -4929.00
"197903" 40157.00 1936.00 10125.00 7861.00 -1551.00 0.00 1888.00 1927.00 0.00 2487.00 20249.00 5360.00 35841.00 -4368.00 0.00 0.00 0.00 1300.00 33093.00 11463.00 20222.00 1408.00 206.00 5610.00 1073.00 8090.00 -3553.00
"197904" 32683.00 2205.00 3946.00 7169.00 -7023.00 0.00 2184.00 1616.00 0.00 2566.00 17458.00 6508.00 28507.00 -9643.00 0.00 0.00 0.00 1340.00 30508.00 10354.00 18754.00 1400.00 208.00 6094.00 1284.00 7754.00 -2944.00
"198001" 36918.00 2647.00 8109.00 6144.00 -246.00 0.00 1108.00 1103.00 0.00 2066.00 18735.00 5361.00 32686.00 -3529.00 0.00 0.00 0.00 1400.00 28382.00 11663.00 15754.00 965.00 239.00 6194.00 1329.00 9401.00 -4536.00
"198002" 42098.00 2711.00 12163.00 7913.00 -137.00 0.00 1738.00 2649.00 0.00 2283.00 18620.00 6321.00 37082.00 -537.00 0.00 0.00 0.00 1500.00 29316.00 12635.00 15721.00 960.00 373.00 6430.00 1371.00 18264.00 -13205.00
"198003" 44369.00 2905.00 10689.00 6655.00 465.00 0.00 1718.00 1851.00 0.00 2745.00 19972.00 8058.00 39480.00 -1137.00 0.00 0.00 0.00 1600.00 30915.00 14808.00 14997.00 1110.00 497.00 7605.00 1692.00 18712.00 -12799.00
"198004" 45358.00 2997.00 6554.00 6750.00 -4746.00 0.00 2509.00 2041.00 0.00 3268.00 24737.00 7802.00 39087.00 -8726.00 0.00 0.00 0.00 1700.00 37160.00 16236.00 19908.00 1016.00 483.00 8470.00 886.00 19967.00 -12383.00
"198101" 53658.00 2950.00 19065.00 6799.00 8332.00 0.00 1696.00 2238.00 0.00 3053.00 21807.00 6783.00 47072.00 2704.00 0.00 0.00 0.00 1800.00 35470.00 15884.00 18459.00 1127.00 419.00 6679.00 821.00 21751.00 -15893.00
"198102" 52462.00 2720.00 16750.00 10730.00 1130.00 0.00 2066.00 2824.00 0.00 3384.00 22179.00 7429.00 45540.00 -1931.00 0.00 0.00 0.00 1900.00 37593.00 14709.00 20890.00 1994.00 374.00 7604.00 875.00 26160.00 -19431.00
"198103" 47271.00 3139.00 14043.00 8031.00 1962.00 0.00 1766.00 2284.00 0.00 2768.00 21068.00 6253.00 40667.00 -5005.00 0.00 0.00 0.00 2000.00 35277.00 13300.00 20430.00 1547.00 334.00 8061.00 934.00 32467.00 -25340.00
"198104" 59758.00 2844.00 20949.00 11572.00 2958.00 0.00 3004.00 3415.00 0.00 3475.00 23023.00 9467.00 52529.00 -309.00 0.00 0.00 0.00 2100.00 40938.00 14729.00 24587.00 1622.00 324.00 9476.00 1072.00 23147.00 -14743.00
"198201" 55929.00 3398.00 21481.00 9425.00 6685.00 0.00 1873.00 3498.00 0.00 2750.00 19250.00 9050.00 49061.00 3892.00 0.00 0.00 0.00 2200.00 34986.00 14632.00 19501.00 853.00 263.00 7720.00 1250.00 25825.00 -19355.00
"198202" 54746.00 3275.00 18862.00 13009.00 -722.00 0.00 2431.00 4144.00 0.00 3274.00 19099.00 10236.00 47941.00 -182.00 0.00 0.00 0.00 2300.00 36869.00 15378.00 20541.00 950.00 263.00 8691.00 1408.00 30115.00 -22832.00
"198203" 58017.00 4557.00 17758.00 14399.00 -4991.00 0.00 3108.00 5242.00 0.00 3283.00 20798.00 11621.00 50818.00 -1875.00 0.00 0.00 0.00 2450.00 40422.00 17579.00 21878.00 965.00 406.00 9415.00 1629.00 26837.00 -19051.00
"198204" 83275.00 4504.00 36187.00 16447.00 9199.00 0.00 4628.00 5913.00 0.00 4921.00 25791.00 11872.00 74904.00 24344.00 0.00 0.00 0.00 2600.00 44053.00 17838.00 25050.00 1165.00 643.00 3264.00 1799.00 26468.00 -25003.00
"198301" 70559.00 3952.00 19159.00 8315.00 3492.00 0.00 3319.00 4033.00 0.00 5099.00 26743.00 15606.00 61580.00 2004.00 46.00 46.00 0.00 2692.00 44365.00 21354.00 22266.00 745.00 649.00 11824.00 1936.00 28000.00 -18112.00
"198302" 77507.00 4013.00 19032.00 8954.00 -871.00 0.00 3821.00 7128.00 0.00 7423.00 32758.00 14281.00 67786.00 796.00 74.00 74.00 0.00 3221.00 48663.00 22345.00 25765.00 553.00 520.00 14512.00 1998.00 28544.00 -16030.00
"198303" 83060.00 3421.00 25032.00 10208.00 4483.00 0.00 3614.00 6727.00 0.00 7470.00 33781.00 13356.00 73115.00 11214.00 122.00 122.00 0.00 3083.00 45674.00 21581.00 23041.00 1052.00 494.00 12528.00 2073.00 29273.00 -18818.00
"198304" 90463.00 3641.00 25539.00 11598.00 -473.00 0.00 6472.00 7942.00 0.00 10005.00 34177.00 17101.00 80056.00 8403.00 377.00 377.00 0.00 5086.00 49218.00 20557.00 27017.00 1644.00 486.00 16486.00 2250.00 31312.00 -17076.00
"198401" 80859.00 3726.00 19493.00 10641.00 -2602.00 0.00 3696.00 7758.00 0.00 8127.00 31723.00 17790.00 70740.00 5526.00 128.00 128.00 0.00 4027.00 46106.00 18376.00 26035.00 1695.00 410.00 14543.00 2660.00 34116.00 -22233.00
"198402" 74790.00 3525.00 14695.00 11596.00 -7718.00 0.00 3370.00 7447.00 0.00 7653.00 32657.00 16260.00 64997.00 -829.00 337.00 337.00 0.00 4133.00 45525.00 18946.00 25290.00 1289.00 266.00 15565.00 2804.00 34769.00 -22008.00
"198403" 89356.00 3488.00 27278.00 13092.00 491.00 0.00 4944.00 8751.00 0.00 9111.00 30415.00 19064.00 78858.00 10347.00 515.00 515.00 0.00 4727.00 45762.00 18395.00 25853.00 1514.00 431.00 17076.00 2847.00 34256.00 -20027.00
"198404" 118406.00 3904.00 54122.00 17301.00 12140.00 0.00 11008.00 13673.00 0.00 8914.00 31834.00 19632.00 108142.00 25512.00 1071.00 1071.00 0.00 5465.00 56028.00 21573.00 31695.00 2760.00 428.00 19638.00 3716.00 34672.00 -18750.00
"198501" 91090.00 3937.00 26648.00 10499.00 -1600.00 1220.00 4511.00 12018.00 0.00 10957.00 30614.00 18934.00 80205.00 1693.00 382.00 382.00 0.00 4199.00 51752.00 20994.00 28726.00 2032.00 482.00 21697.00 3461.00 37814.00 -19578.00
"198502" 107893.00 3751.00 34157.00 12618.00 -3507.00 2440.00 5498.00 17108.00 0.00 12039.00 36878.00 21068.00 96226.00 7700.00 548.00 548.00 0.00 5280.00 62982.00 25030.00 35169.00 2783.00 566.00 19150.00 3436.00 37729.00 -22015.00
"198503" 113608.00 4200.00 39456.00 13928.00 -3436.00 3660.00 6133.00 19171.00 0.00 10615.00 38968.00 20369.00 100972.00 7994.00 622.00 622.00 0.00 5699.00 63865.00 24919.00 35766.00 3180.00 624.00 22168.00 3446.00 39893.00 -21171.00
"198504" 156016.00 6275.00 58195.00 14549.00 -4011.00 4880.00 19922.00 22855.00 0.00 14070.00 50699.00 26777.00 141328.00 23743.00 1342.00 1342.00 0.00 7998.00 80489.00 35051.00 38485.00 6953.00 773.00 26983.00 3848.00 43290.00 -20155.00
"198601" 179853.00 5531.00 72666.00 16125.00 14590.00 6100.00 8541.00 27310.00 0.00 16599.00 52848.00 32209.00 163025.00 36508.00 990.00 990.00 0.00 6745.00 90275.00 40976.00 42719.00 6580.00 654.00 27853.00 3958.00 40279.00 -16384.00
"198602" 181731.00 5225.00 71529.00 18140.00 12498.00 7320.00 7737.00 25834.00 0.00 16027.00 52842.00 36108.00 163425.00 35144.00 1696.00 1696.00 0.00 7294.00 84369.00 39027.00 40059.00 5283.00 643.00 34279.00 4056.00 50987.00 -20764.00
"198603" 171340.00 6196.00 70014.00 15109.00 11164.00 8540.00 10210.00 24991.00 0.00 16727.00 55521.00 22882.00 152340.00 33669.00 1322.00 1322.00 0.00 7077.00 77487.00 37033.00 35031.00 5423.00 638.00 32147.00 4124.00 46433.00 -18410.00
"198604" 184585.00 8450.00 66254.00 12599.00 4120.00 9760.00 16595.00 23180.00 0.00 17721.00 57429.00 34731.00 164304.00 35566.00 3397.00 3397.00 0.00 7632.00 83646.00 44015.00 32548.00 7083.00 932.00 33131.00 3624.00 46727.00 -17220.00
"198701" 169052.00 6775.00 51374.00 10042.00 -6126.00 10908.00 12233.00 24317.00 0.00 18314.00 53567.00 39022.00 148340.00 24017.00 2952.00 2952.00 0.00 8787.00 79070.00 42661.00 30659.00 5750.00 956.00 32558.00 4809.00 49301.00 -21552.00
"198702" 159247.00 6312.00 36325.00 11354.00 -17144.00 12200.00 8357.00 21558.00 0.00 17614.00 56889.00 42107.00 138975.00 13669.00 3340.00 3340.00 0.00 8424.00 79102.00 41590.00 33105.00 4407.00 658.00 33782.00 5413.00 46427.00 -18058.00
"198703" 161205.00 5968.00 30299.00 12846.00 -26607.00 13420.00 7971.00 22669.00 0.00 20423.00 59395.00 45120.00 140386.00 7692.00 4022.00 4022.00 0.00 8892.00 82145.00 41350.00 34892.00 5903.00 550.00 37085.00 5754.00 54075.00 -22744.00
"198704" 137948.00 7448.00 39779.00 14150.00 -16685.00 14640.00 8286.00 19388.00 0.00 10685.00 41797.00 38239.00 114509.00 -8805.00 3248.00 3248.00 0.00 6828.00 73480.00 39103.00 29374.00 5003.00 394.00 39364.00 3130.00 60605.00 -24371.00
"198801" 146545.00 9656.00 42765.00 14564.00 -15703.00 15860.00 6006.00 22038.00 0.00 11495.00 40625.00 42004.00 122006.00 -2468.00 3498.00 3498.00 0.00 8300.00 78831.00 40208.00 32494.00 6129.00 459.00 33386.00 3774.00 76246.00 -46634.00
"198802" 144187.00 10951.00 34283.00 17381.00 -31253.00 17080.00 7375.00 23700.00 0.00 11075.00 41231.00 46647.00 117227.00 -8358.00 5327.00 5327.00 0.00 9413.00 77077.00 41222.00 29795.00 6060.00 489.00 33279.00 2094.00 80422.00 -49237.00
"198803" 137822.00 10172.00 33693.00 14158.00 -31306.00 18300.00 6967.00 25574.00 0.00 11881.00 42131.00 39945.00 112209.00 -10365.00 5511.00 5511.00 0.00 9012.00 74362.00 38871.00 30111.00 5380.00 507.00 33182.00 3921.00 84025.00 -54764.00
"198804" 135870.00 9390.00 23518.00 14773.00 -47396.00 19520.00 7480.00 29141.00 0.00 12233.00 43506.00 47223.00 111468.00 -21885.00 7517.00 7517.00 0.00 8548.00 74790.00 40886.00 28991.00 4913.00 543.00 41955.00 4795.00 87493.00 -50333.00
"198901" 143926.00 8812.00 37374.00 15336.00 -35659.00 20740.00 4891.00 32066.00 0.00 12566.00 39338.00 45836.00 119017.00 -12631.00 9649.00 9649.00 0.00 8463.00 77299.00 41744.00 31084.00 4471.00 412.00 35825.00 4363.00 88040.00 -56578.00
"198902" 187100.00 9731.00 67678.00 15736.00 -8745.00 21960.00 7017.00 31710.00 0.00 13423.00 44641.00 51627.00 162229.00 16159.00 10865.00 10865.00 0.00 8532.00 86660.00 48302.00 33709.00 4649.00 543.00 39470.00 4787.00 92052.00 -57369.00
"198903" 187148.00 8749.00 69531.00 14202.00 -4995.00 23180.00 5786.00 31358.00 0.00 14081.00 44294.00 50493.00 161294.00 33091.00 10128.00 10128.00 0.00 8216.00 83456.00 44675.00 33632.00 5149.00 703.00 25700.00 4718.00 97513.00 -76531.00
"198904" 236560.00 9758.00 103686.00 17811.00 21506.00 24400.00 7097.00 32872.00 0.00 14078.00 42540.00 66498.00 213178.00 64240.00 13783.00 13783.00 0.00 8005.00 91373.00 53190.00 33170.00 5013.00 606.00 35171.00 6266.00 95371.00 -66466.00
"199001" 204929.00 10145.00 72870.00 17097.00 -2986.00 25620.00 6162.00 26977.00 0.00 9884.00 41977.00 70053.00 182308.00 33335.00 12289.00 12289.00 0.00 6095.00 88044.00 51058.00 32557.00 4429.00 645.00 41900.00 6325.00 94160.00 -58585.00
"199002" 204116.00 8726.00 68025.00 14484.00 -11205.00 27324.00 6726.00 30696.00 0.00 12863.00 40022.00 74480.00 181352.00 31513.00 10825.00 10825.00 0.00 5866.00 87409.00 50939.00 31556.00 4914.00 696.00 45043.00 6471.00 94361.00 -55789.00
"199003" 199477.00 10879.00 50423.00 14150.00 -33339.00 31485.00 7389.00 30738.00 0.00 8971.00 36722.00 92482.00 178129.00 25467.00 14312.00 14312.00 0.00 5720.00 90858.00 55220.00 30665.00 4973.00 688.00 41084.00 6536.00 81970.00 -47422.00
"199004" 262133.00 10248.00 106479.00 18393.00 7277.00 44013.00 7894.00 28902.00 0.00 9555.00 38809.00 97042.00 239240.00 81024.00 15289.00 15289.00 0.00 6103.00 98619.00 62425.00 27780.00 8414.00 664.00 37541.00 3774.00 82334.00 -48567.00
"199101" 250256.00 10168.00 91624.00 17322.00 -6815.00 45290.00 6636.00 29191.00 0.00 12763.00 36867.00 98834.00 226958.00 67841.00 16421.00 16421.00 0.00 5774.00 95662.00 59418.00 28765.00 7479.00 568.00 40692.00 5179.00 84073.00 -48560.00
"199102" 269760.00 10594.00 100863.00 14620.00 -5679.00 49116.00 9149.00 33657.00 0.00 12424.00 37562.00 108317.00 246455.00 78508.00 18154.00 18154.00 0.00 6469.00 99962.00 58708.00 31193.00 10061.00 605.00 42757.00 5591.00 82792.00 -45626.00
"199103" 308128.00 9071.00 124282.00 14795.00 8904.00 54652.00 8435.00 37496.00 0.00 13757.00 45059.00 115959.00 284793.00 104088.00 18212.00 18212.00 0.00 6202.00 112994.00 68628.00 31503.00 12863.00 687.00 42610.00 5888.00 83554.00 -46832.00
"199104" 332510.00 10191.00 123988.00 13958.00 5669.00 54029.00 9448.00 40884.00 0.00 14267.00 55066.00 128998.00 308668.00 106707.00 19000.00 19000.00 0.00 6785.00 133803.00 87013.00 29958.00 16832.00 850.00 41523.00 5770.00 85776.00 -50023.00
"199201" 322491.00 9976.00 108325.00 13573.00 -15437.00 57617.00 7866.00 44706.00 0.00 12334.00 51227.00 140629.00 297507.00 82244.00 19686.00 19686.00 0.00 6002.00 143376.00 71756.00 56900.00 14720.00 877.00 45322.00 5955.00 91450.00 -52083.00
"199202" 343358.00 10313.00 135236.00 16668.00 -5661.00 66514.00 10120.00 47595.00 0.00 12686.00 56332.00 128791.00 316290.00 100309.00 23104.00 23104.00 0.00 6432.00 136998.00 65079.00 54416.00 17503.00 908.00 48539.00 6109.00 91711.00 -49281.00
"199203" 395721.00 10651.00 145374.00 16195.00 -427.00 62053.00 9364.00 58189.00 0.00 12072.00 55840.00 171784.00 368506.00 128715.00 22706.00 22706.00 0.00 6554.00 158631.00 77997.00 56305.00 24329.00 979.00 50921.00 6130.00 100873.00 -56082.00
"199204" 381732.00 10367.00 122695.00 15200.00 -7657.00 52981.00 11313.00 50858.00 0.00 14783.00 53474.00 180413.00 352783.00 106426.00 21694.00 21694.00 0.00 7389.00 164223.00 76230.00 57294.00 30699.00 888.00 52163.00 5297.00 102315.00 -55449.00
"199301" 415981.00 11086.00 140812.00 15752.00 -4995.00 60300.00 9904.00 59851.00 0.00 15807.00 59775.00 188501.00 389479.00 144442.00 19323.00 19323.00 0.00 8101.00 166405.00 86800.00 55909.00 23696.00 1091.00 50117.00 9433.00 102656.00 -61972.00
"199302" 438845.00 10872.00 154700.00 15267.00 -1318.00 65400.00 14351.00 61000.00 0.00 19213.00 59048.00 195012.00 416080.00 140474.00 22754.00 22754.00 0.00 9931.00 176236.00 86946.00 58882.00 30408.00 1067.00 65618.00 13569.00 111327.00 -59278.00
"199303" 462534.00 11007.00 154734.00 14642.00 -19674.00 73800.00 14216.00 71750.00 0.00 21514.00 67376.00 207903.00 439129.00 137455.00 26419.00 26419.00 0.00 10437.00 188133.00 99749.00 60235.00 28149.00 1447.00 75238.00 17705.00 115671.00 -58138.00
"199304" 478778.00 12281.00 137533.00 14868.00 -28313.00 60800.00 17133.00 73045.00 0.00 24247.00 76123.00 228594.00 460627.00 126441.00 33734.00 33734.00 0.00 10069.00 202926.00 102269.00 61370.00 39287.00 1401.00 86056.00 23690.00 127469.00 -65103.00
"199401" 469867.00 14913.00 115219.00 11372.00 -44830.00 58600.00 13079.00 76998.00 0.00 22252.00 77033.00 240450.00 451483.00 110125.00 31258.00 31258.00 0.00 12256.00 206679.00 110756.00 63161.00 32762.00 1428.00 89737.00 23914.00 136395.00 -70572.00
"199402" 465580.00 14181.00 100804.00 18676.00 -53124.00 55300.00 12503.00 67449.00 0.00 19739.00 76103.00 254753.00 448617.00 115195.00 31324.00 31324.00 0.00 9989.00 202987.00 112484.00 58377.00 32126.00 1353.00 87769.00 24138.00 133461.00 -69830.00
"199403" 469482.00 13459.00 95331.00 12164.00 -45723.00 50000.00 12402.00 66488.00 0.00 20178.00 72568.00 267946.00 452789.00 129051.00 29419.00 29419.00 0.00 10257.00 191309.00 107321.00 54712.00 29276.00 1409.00 91344.00 24362.00 139213.00 -72231.00
"199404" 454724.00 12022.00 93329.00 11207.00 -42684.00 45000.00 15455.00 64351.00 0.00 20126.00 75051.00 254196.00 429118.00 103394.00 34255.00 34255.00 0.00 9149.00 203912.00 108971.00 56817.00 38124.00 1195.00 77213.00 14032.00 144187.00 -81006.00
"199501" 472668.00 13990.00 101106.00 16822.00 -29236.00 45000.00 10838.00 57682.00 0.00 22013.00 69850.00 265709.00 445727.00 133034.00 26870.00 26870.00 0.00 9021.00 200673.00 113459.00 56112.00 31102.00 1047.00 75082.00 14513.00 157133.00 -96564.00
"199502" 491805.00 13270.00 137410.00 17480.00 -129.00 42000.00 11702.00 66357.00 0.00 23863.00 68742.00 248520.00 465261.00 140880.00 26844.00 26844.00 0.00 9330.00 209106.00 113128.00 62271.00 33707.00 1072.00 78029.00 14994.00 162597.00 -99562.00
"199503" 503170.00 14788.00 136112.00 22130.00 -8106.00 46000.00 9305.00 66783.00 0.00 26753.00 77352.00 248165.00 476030.00 147065.00 27368.00 27368.00 0.00 9997.00 208791.00 114850.00 59457.00 34484.00 1348.00 81461.00 15475.00 171098.00 -105112.00
"199504" 568105.00 13749.00 183429.00 22065.00 18274.00 54000.00 12723.00 73814.00 2553.00 34176.00 78593.00 258158.00 541796.00 182392.00 29300.00 29300.00 0.00 10261.00 227060.00 127569.00 65077.00 34414.00 1117.00 91666.00 17382.00 168569.00 -94285.00
"199601" 569408.00 12924.00 156180.00 16766.00 5215.00 50000.00 8866.00 72438.00 2895.00 28171.00 89110.00 283023.00 541911.00 181542.00 21360.00 21360.00 0.00 11613.00 237758.00 140925.00 63046.00 33787.00 1063.00 88575.00 18280.00 183354.00 -113059.00
"199602" 565266.00 15327.00 138187.00 19921.00 -14080.00 48200.00 8802.00 72107.00 3237.00 31923.00 89851.00 289978.00 538395.00 180398.00 24649.00 24649.00 0.00 13026.00 228767.00 136822.00 59355.00 32590.00 1196.00 90359.00 19178.00 192024.00 -120843.00
"199603" 583126.00 15300.00 147063.00 18072.00 -3985.00 46500.00 7867.00 75031.00 3578.00 29142.00 86937.00 304684.00 555990.00 177644.00 26068.00 26068.00 0.00 14461.00 230827.00 145158.00 57398.00 28271.00 1079.00 105911.00 20076.00 198396.00 -112561.00
"199604" 636351.00 15651.00 167730.00 23686.00 -12836.00 55200.00 10830.00 86930.00 3920.00 37899.00 94411.00 320660.00 609450.00 180875.00 27281.00 27281.00 0.00 14282.00 263665.00 162859.00 60237.00 40569.00 1264.00 122083.00 20765.00 209731.00 -108413.00
"199701" 655395.00 14760.00 164501.00 25226.00 -22758.00 53807.00 10056.00 93380.00 4790.00 39279.00 101354.00 335501.00 626605.00 181380.00 26567.00 26567.00 0.00 17663.00 278966.00 171999.00 65874.00 41093.00 1040.00 120989.00 22230.00 209060.00 -110301.00
"199702" 717430.00 18078.00 160152.00 25935.00 -28009.00 53744.00 11363.00 91459.00 5660.00 44150.00 110390.00 384660.00 688227.00 206250.00 35301.00 35301.00 0.00 16356.00 303930.00 188656.00 63009.00 52265.00 889.00 125501.00 23695.00 216256.00 -114450.00
"199703" 748810.00 18951.00 164662.00 24340.00 -42821.00 66391.00 11049.00 99173.00 6530.00 50737.00 127447.00 387013.00 716958.00 214671.00 33583.00 33583.00 0.00 23629.00 304388.00 192808.00 65419.00 46161.00 1110.00 139577.00 25160.00 228002.00 -113585.00
"199704" 779194.00 21682.00 182594.00 24258.00 -5344.00 50432.00 13203.00 92645.00 7400.00 51922.00 131172.00 391824.00 750095.00 203528.00 35340.00 35340.00 0.00 19938.00 337908.00 215452.00 64407.00 58049.00 1345.00 152036.00 29388.00 248273.00 -125625.00
"199801" 918109.00 24927.00 242690.00 25079.00 31929.00 67883.00 12381.00 98163.00 7255.00 62800.00 140059.00 447633.00 883936.00 230309.00 35082.00 35082.00 0.00 19532.00 364681.00 233305.00 71592.00 59784.00 1085.00 233247.00 29242.00 270551.00 -66546.00
"199802" 917075.00 22235.00 209379.00 28296.00 -29276.00 86937.00 15294.00 101105.00 7023.00 66679.00 151513.00 467269.00 881302.00 226463.00 40084.00 40084.00 0.00 20869.00 388049.00 248350.00 72201.00 67498.00 1095.00 204742.00 29096.00 292998.00 -117352.00
"199803" 989703.00 25934.00 245878.00 33417.00 38103.00 61524.00 14699.00 91261.00 6874.00 55447.00 149053.00 513391.00 955160.00 261346.00 39435.00 39435.00 0.00 21782.00 424297.00 277833.00 72630.00 73834.00 793.00 207507.00 28950.00 303978.00 -125421.00
"199804" 921179.00 25378.00 189354.00 28031.00 15817.00 50922.00 13145.00 74720.00 6719.00 54351.00 152761.00 499335.00 885796.00 208154.00 42533.00 42533.00 0.00 18932.00 419478.00 276675.00 76313.00 66490.00 1264.00 195435.00 29723.00 321926.00 -156214.00
"199901" 893755.00 24459.00 211300.00 28801.00 48120.00 32874.00 12390.00 82383.00 6732.00 61035.00 160646.00 436315.00 856890.00 232670.00 34756.00 34756.00 0.00 19429.00 391990.00 262335.00 70519.00 59136.00 1289.00 176756.00 31024.00 363461.00 -217729.00
"199902" 900485.00 27641.00 158821.00 28785.00 -12250.00 34718.00 14339.00 86463.00 6766.00 68117.00 183825.00 462081.00 859427.00 200902.00 30182.00 30182.00 0.00 31539.00 403236.00 270394.00 74652.00 58190.00 1385.00 192183.00 32325.00 384051.00 -224193.00
"199903" 921364.00 26734.00 166763.00 29344.00 -21843.00 57294.00 12844.00 82332.00 6792.00 55535.00 185837.00 486495.00 879537.00 209567.00 34623.00 34623.00 0.00 30022.00 407224.00 285143.00 65311.00 56770.00 1498.00 196603.00 33626.00 366817.00 -203840.00
"199904" 1001002.00 28711.00 154669.00 25987.00 -42626.00 65950.00 11947.00 86599.00 6812.00 66885.00 227926.00 522811.00 960543.00 245230.00 25309.00 25309.00 0.00 30859.00 448665.00 323880.00 67550.00 57235.00 2180.00 208300.00 38680.00 356908.00 -187288.00
"200001" 1132525.00 27117.00 194816.00 30206.00 -6509.00 50284.00 10842.00 102574.00 7419.00 74383.00 286471.00 549738.00 1085639.00 285265.00 36416.00 36416.00 0.00 33766.00 514583.00 371239.00 76505.00 66839.00 2423.00 213186.00 39459.00 338329.00 -164602.00
